person_id,employee_id,employment_type,contractor_company,department,job_title,age_band_code,years_experience,training_status
2262,CTR-02262,Contractor,WestCo Services Ltd,Drilling,Derrickhand,4,24.0,Current
2263,EMP-02263,Employee,None,Laboratory,Chemist,4,10.7,Due within 30 days
2264,EMP-02264,Employee,None,Marine,Marine Technician,3,17.8,Due within 30 days
2265,EMP-02265,Employee,None,HSE,HSE Officer,2,15.6,Current
2266,EMP-02266,Employee,None,Operations,Process Operator,4,13.2,Expired
2267,CTR-02267,Contractor,Integrated Drilling Services,Drilling,Assistant Driller,3,11.6,Current
2268,EMP-02268,Employee,None,Marine,Marine Technician,2,1.8,Current
2269,CTR-02269,Contractor,Integrated Drilling Services,Laboratory,Laboratory Technician,3,13.1,Due within 30 days
2270,EMP-02270,Employee,None,Engineering,Process Engineer,1,3.4,Incomplete
2271,EMP-02271,Employee,None,HSE,Occupational Health Officer,3,17.9,Current
2272,EMP-02272,Employee,None,Engineering,Reliability Engineer,3,5.4,Current
2273,CTR-02273,Contractor,Coastal Logistics Ltd,Engineering,Process Engineer,3,6.6,Current
2274,CTR-02274,Contractor,Prime Offshore Contractors,HSE,HSE Officer,3,3.7,Incomplete
2275,CTR-02275,Contractor,WestCo Services Ltd,Engineering,Reliability Engineer,3,13.1,Current
2276,EMP-02276,Employee,None,Maintenance,Electrical Technician,3,2.5,Current
2277,EMP-02277,Employee,None,Laboratory,Laboratory Technician,3,19.6,Current
2278,CTR-02278,Contractor,Atlantic Marine Support,Marine,Deck Officer,3,9.1,Current
2279,CTR-02279,Contractor,Integrated Drilling Services,Logistics,Driver,3,6.4,Current
2280,CTR-02280,Contractor,Delta Industrial Services,Laboratory,Sampling Technician,3,16.7,Current
2281,CTR-02281,Contractor,Integrated Drilling Services,Operations,Control Room Operator,3,8.3,Current
2282,EMP-02282,Employee,None,Operations,Production Technician,4,15.7,Current
2283,CTR-02283,Contractor,PetroMaint Solutions,Projects,Construction Supervisor,2,7.3,Due within 30 days
2284,EMP-02284,Employee,None,Maintenance,Maintenance Supervisor,2,6.4,Current
2285,EMP-02285,Employee,None,Operations,Production Technician,1,6.1,Current
2286,CTR-02286,Contractor,Delta Industrial Services,Projects,QA/QC Inspector,3,12.1,Due within 30 days
2287,CTR-02287,Contractor,Delta Industrial Services,Maintenance,Mechanical Technician,4,6.2,Current
2288,EMP-02288,Employee,None,Projects,Project Engineer,2,7.2,Current
2289,CTR-02289,Contractor,Atlantic Marine Support,Security,Security Supervisor,2,7.1,Current
2290,EMP-02290,Employee,None,Security,Security Supervisor,2,0.6,Current
2291,EMP-02291,Employee,None,Marine,Marine Technician,2,5.7,Current
2292,EMP-02292,Employee,None,HSE,HSE Advisor,4,7.5,Current
2293,EMP-02293,employee,None,Security,Security Supervisor,3,10.2,Current
2294,EMP-02294,Employee,None,Laboratory,Sampling Technician,2,10.0,Expired
2295,CTR-02295,Contractor,Delta Industrial Services,Security,Security Officer,2,6.6,Current
2296,CTR-02296,Contractor,Integrated Drilling Services,Engineering,Electrical Engineer,3,8.3,Current
2297,CTR-02297,Contractor,Delta Industrial Services,Operations,Operations Supervisor,2,1.1,Current
2298,CTR-02298,Contractor,Delta Industrial Services,Marine,Deck Officer,2,1.3,Current
2299,EMP-02299,Employee,None,HSE,HSE Officer,5,9.7,Current
2300,EMP-02300,Employee,None,Maintenance,Electrical Technician,2,7.4,Current
2301,EMP-02301,Employee,None,Engineering,Mechanical Engineer,3,15.3,Expired
2302,CTR-02302,Contractor,WestCo Services Ltd,Operations,Control Room Operator,1,4.6,Current
2303,CTR-02303,Contractor,WestCo Services Ltd,Maintenance,Instrument Technician,1,3.4,Current
2304,CTR-02304,Contractor,Integrated Drilling Services,Laboratory,Chemist,5,18.2,Current
2305,CTR-02305,Contractor,Coastal Logistics Ltd,HSE,HSE Advisor,2,2.5,Current
2306,EMP-02306,Employee,None,Drilling,Roustabout,2,3.0,Due within 30 days
2307,CTR-02307,Contractor,Integrated Drilling Services,Operations,Control Room Operator,2,7.9,Due within 30 days
2308,CTR-02308,Contractor,WestCo Services Ltd,Projects,Construction Supervisor,2,1.9,Due within 30 days
2309,CTR-02309,Contractor,PetroMaint Solutions,Laboratory,Chemist,2,1.6,Current
2310,EMP-02310,Employee,None,Projects,Construction Supervisor,3,9.2,Expired
2311,CTR-02311,Contractor,SafeBuild Engineering,Drilling,Roustabout,4,5.0,Current
2312,EMP-02312,Employee,None,Projects,Project Engineer,2,2.2,Due within 30 days
2313,CTR-02313,Contractor,Coastal Logistics Ltd,Drilling,Assistant Driller,3,5.3,Current
2314,EMP-02314,Employee,None,Logistics,Logistics Coordinator,2,1.8,Current
2315,EMP-02315,Employee,None,Logistics,Warehouse Technician,3,6.7,Current
2316,EMP-02316,Employee,None,Laboratory,Laboratory Technician,1,2.9,Current
2317,EMP-02317,Employee,None,Drilling,Assistant Driller,2,2.1,Current
2318,CTR-02318,Contractor,SafeBuild Engineering,Drilling,Assistant Driller,2,17.6,Current
2319,EMP-02319,Employee,None,Logistics,Driver,3,9.9,Incomplete
2320,EMP-02320,Employee,None,Logistics,Driver,3,7.9,Current
2321,EMP-02321,Employee,None,Logistics,Driver,3,6.0,Due within 30 days
2322,CTR-02322,Contractor,Integrated Drilling Services,Operations,Process Operator,5,4.0,Incomplete
2323,EMP-02323,Employee,None,Laboratory,Laboratory Technician,2,16.7,Current
2324,CTR-02324,Contractor,Prime Offshore Contractors,Security,Security Officer,4,11.4,Current
2325,CTR-02325,Contractor,Prime Offshore Contractors,Drilling,Drilling Supervisor,2,1.8,Current
2326,EMP-02326,Employee,None,Marine,Marine Supervisor,2,2.1,Current
2327,EMP-02327,Employee,None,Operations,Production Technician,2,3.6,Current
2328,CTR-02328,Contractor,Prime Offshore Contractors,Logistics,Logistics Coordinator,4,11.5,Current
2329,CTR-02329,Contractor,Coastal Logistics Ltd,Drilling,Drilling Supervisor,5,19.9,Current
2330,EMP-02330,Employee,None,Operations,Control Room Operator,2,8.1,Current
2331,CTR-02331,Contractor,Integrated Drilling Services,Projects,Project Engineer,2,2.8,Due within 30 days
2332,EMP-02332,Employee,None,Operations,Process Operator,3,4.8,Current
2333,EMP-02333,Employee,None,Security,Security Officer,2,7.2,Current
2334,EMP-02334,Employee,None,HSE,Occupational Health Officer,1,4.1,Current
2335,EMP-02335,Employee,None,Projects,Field Engineer,2,5.4,Current
2336,CTR-02336,Contractor,SafeBuild Engineering,Security,Security Officer,4,11.2,Current
2337,CTR-02337,Contractor,SafeBuild Engineering,Drilling,Roustabout,1,1.4,Incomplete
2338,EMP-02338,Employee,None,Laboratory,Chemist,3,5.2,Incomplete
2339,CTR-02339,Contractor,Atlantic Marine Support,Logistics,Driver,2,2.6,Current
2340,CTR-02340,Contractor,WestCo Services Ltd,HSE,Occupational Health Officer,4,4.6,Incomplete
2341,CTR-02341,Contractor,Delta Industrial Services,Marine,Crane Operator,2,1.3,Current
2342,EMP-02342,Employee,None,Security,Security Officer,3,10.1,Current
2343,EMP-02343,Employee,None,Laboratory,Sampling Technician,3,5.9,Current
2344,EMP-02344,Employee,None,Engineering,Electrical Engineer,4,32.0,Current
2345,EMP-02345,Employee,None,Laboratory,Sampling Technician,3,4.5,Incomplete
2346,CTR-02346,Contractor,Atlantic Marine Support,Engineering,Electrical Engineer,2,4.4,Current
2347,CTR-02347,Contractor,Prime Offshore Contractors,Drilling,Drilling Supervisor,3,3.7,Current
2348,EMP-02348,Employee,None,Projects,Project Engineer,4,9.5,Current
2349,EMP-02349,Employee,None,Drilling,Roustabout,2,10.9,Current
2350,CTR-02350,Contractor,SafeBuild Engineering,HSE,Environmental Officer,3,5.7,Current
2351,EMP-02351,Employee,None,HSE,HSE Advisor,3,8.8,Current
2352,CTR-02352,Contractor,Delta Industrial Services,HSE,HSE Officer,4,2.9,Current
2353,CTR-02353,Contractor,Integrated Drilling Services,Engineering,Process Engineer,2,6.4,Current
2354,CTR-02354,Contractor,WestCo Services Ltd,Security,Security Supervisor,3,6.6,Current
2355,CTR-02355,Contractor,Integrated Drilling Services,Operations,Operations Supervisor,3,8.0,Current
2356,EMP-02356,Employee,None,Security,Security Supervisor,2,4.4,Current
2357,CTR-02357,Contractor,SafeBuild Engineering,Operations,Operations Supervisor,3,6.2,Incomplete
2358,EMP-02358,Employee,None,Projects,QA/QC Inspector,3,9.1,Current
2359,CTR-02359,Contractor,Prime Offshore Contractors,Laboratory,Chemist,3,10.8,Due within 30 days
2360,EMP-02360,Employee,None,Logistics,Logistics Coordinator,2,1.5,Current
2361,CTR-02361,Contractor,Coastal Logistics Ltd,Laboratory,Laboratory Technician,2,5.7,Current
2362,CTR-02362,Contractor,SafeBuild Engineering,Maintenance,Instrument Technician,1,0.6,Current
2363,CTR-02363,Contractor,Delta Industrial Services,Operations,Production Technician,2,4.0,Current
2364,CTR-02364,Contractor,Prime Offshore Contractors,Drilling,Drilling Supervisor,2,2.4,Current
2365,EMP-02365,Employee,None,Logistics,Driver,2,12.9,Current
2366,EMP-02366,Employee,None,Operations,Production Technician,2,6.2,Current
2367,CTR-02367,Contractor,PetroMaint Solutions,Security,Security Officer,2,7.2,Current
2368,EMP-02368,Employee,None,Laboratory,Laboratory Technician,2,4.2,Due within 30 days
2369,CTR-02369,Contractor,Delta Industrial Services,Drilling,Driller,3,5.9,Current
2370,CTR-02370,Contractor,Delta Industrial Services,Security,Security Supervisor,3,1.9,Current
2371,EMP-02371,Employee,None,HSE,Occupational Health Officer,3,8.5,Current
2372,EMP-02372,Employee,None,Logistics,Forklift Operator,4,8.8,Current
2373,CTR-02373,Contractor,Coastal Logistics Ltd,HSE,Environmental Officer,4,15.4,Current
2374,EMP-02374,Employee,None,Operations,Operations Supervisor,2,4.6,Current
2375,EMP-02375,Employee,None,Logistics,Logistics Coordinator,3,5.3,Current
2376,CTR-02376,Contractor,Delta Industrial Services,HSE,HSE Advisor,1,2.9,Expired
2377,CTR-02377,Contractor,WestCo Services Ltd,Maintenance,Mechanical Technician,4,14.4,Current
2378,EMP-02378,Employee,None,Drilling,Derrickhand,3,3.6,Current
2379,EMP-02379,Employee,None,Marine,Marine Supervisor,3,6.7,Expired
2380,EMP-02380,Employee,None,Operations,Control Room Operator,2,3.4,Current
2381,CTR-02381,Contractor,Prime Offshore Contractors,Drilling,Drilling Supervisor,2,4.0,Due within 30 days
2382,EMP-02382,Employee,None,Operations,Production Technician,2,3.9,Current
2383,EMP-02383,Employee,None,Laboratory,Laboratory Technician,1,1.9,Current
2384,EMP-02384,Employee,None,Logistics,Warehouse Technician,2,1.2,Current
2385,CTR-02385,Contractor,SafeBuild Engineering,Logistics,Logistics Coordinator,2,4.4,Current
2386,CTR-02386,Contractor,Integrated Drilling Services,Projects,Construction Supervisor,4,9.6,Current
2387,EMP-02387,Employee,None,Engineering,Reliability Engineer,4,9.8,Current
2388,CTR-02388,Contractor,SafeBuild Engineering,Logistics,Forklift Operator,3,7.6,Current
2389,CTR-02389,Contractor,Coastal Logistics Ltd,Operations,Control Room Operator,2,3.5,Current
2390,EMP-02390,Employee,None,HSE,Environmental Officer,2,4.5,Incomplete
2391,CTR-02391,Contractor,Atlantic Marine Support,HSE,HSE Advisor,3,13.9,Incomplete
2392,CTR-02392,Contractor,Delta Industrial Services,Marine,Deck Officer,3,9.9,Current
2393,CTR-02393,Contractor,PetroMaint Solutions,Engineering,Electrical Engineer,2,2.0,Current
2394,CTR-02394,Contractor,Integrated Drilling Services,Engineering,Electrical Engineer,1,0.9,Current
2395,EMP-02395,Employee,None,Operations,Production Technician,3,8.8,Incomplete
2396,CTR-02396,Contractor,WestCo Services Ltd,Maintenance,Instrument Technician,2,4.9,Current
2397,CTR-02397,Contractor,Integrated Drilling Services,Projects,Construction Supervisor,4,9.7,Due within 30 days
2398,CTR-02398,Contractor,SafeBuild Engineering,Logistics,Warehouse Technician,2,4.4,Current
2399,CTR-02399,Contractor,Coastal Logistics Ltd,HSE,HSE Officer,1,0.8,Current
2400,EMP-02400,Employee,None,Logistics,Driver,3,10.0,Current
2401,EMP-02401,Employee,None,Projects,Field Engineer,3,6.8,Current
2402,CTR-02402,Contractor,Atlantic Marine Support,Logistics,Forklift Operator,2,5.0,Due within 30 days
2403,EMP-02403,Employee,None,Security,Security Supervisor,2,13.3,Current
2404,EMP-02404,Employee,None,Marine,Deck Crew,2,5.0,Current
2405,CTR-02405,Contractor,Delta Industrial Services,Security,Security Officer,4,19.4,Current
2406,CTR-02406,Contractor,Atlantic Marine Support,Security,Security Officer,3,4.5,Due within 30 days
2407,CTR-02407,Contractor,WestCo Services Ltd,Logistics,Forklift Operator,2,2.6,Due within 30 days
2408,CTR-02408,Contractor,SafeBuild Engineering,Maintenance,Electrical Technician,1,7.8,Current
2409,EMP-02409,Employee,None,Logistics,Driver,3,6.6,Current
2410,CTR-02410,Contractor,PetroMaint Solutions,Laboratory,Laboratory Technician,3,17.8,Current
2411,EMP-02411,Employee,None,HSE,Occupational Health Officer,2,5.5,Current
2412,CTR-02412,Contractor,PetroMaint Solutions,Logistics,Driver,2,12.8,Current
2413,EMP-02413,Employee,None,Marine,Deck Officer,4,25.1,Current
2414,EMP-02414,Employee,None,Drilling,Driller,2,7.7,Current
2415,EMP-02415,Employee,None,Projects,Field Engineer,2,3.3,Expired
2416,EMP-02416,Employee,None,Logistics,Warehouse Technician,2,5.5,Current
2417,CTR-02417,Contractor,PetroMaint Solutions,HSE,HSE Officer,2,2.1,Current
2418,CTR-02418,Contractor,SafeBuild Engineering,Projects,Field Engineer,2,3.1,Due within 30 days
2419,CTR-02419,Contractor,PetroMaint Solutions,Drilling,Derrickhand,3,14.1,Current
2420,CTR-02420,Contractor,Coastal Logistics Ltd,Maintenance,Mechanical Technician,4,10.0,Expired
2421,EMP-02421,Employee,None,HSE,HSE Advisor,2,1.3,Current
2422,CTR-02422,Contractor,WestCo Services Ltd,Drilling,Assistant Driller,2,1.7,Expired
2423,EMP-02423,Employee,None,Security,Security Supervisor,3,14.1,Current
2424,EMP-02424,Employee,None,Logistics,Logistics Coordinator,4,3.2,Due within 30 days
2425,EMP-02425,Employee,None,Drilling,Roustabout,2,1.7,Current
2426,EMP-02426,Employee,None,Security,Security Supervisor,2,4.9,Current
2427,EMP-02427,Employee,None,Marine,Deck Crew,2,7.9,Current
2428,CTR-02428,Contractor,WestCo Services Ltd,Projects,QA/QC Inspector,2,4.7,Due within 30 days
2429,EMP-02429,Employee,None,Security,Security Officer,2,4.8,Expired
2430,EMP-02430,Employee,None,Marine,Deck Crew,3,2.8,Current
2431,EMP-02431,Employee,None,Operations,Production Technician,3,3.5,Current
2432,EMP-02432,Employee,None,Operations,Control Room Operator,2,4.2,Current
2433,CTR-02433,Contractor,SafeBuild Engineering,Projects,Field Engineer,3,14.3,Current
2434,CTR-02434,Contractor,SafeBuild Engineering,Maintenance,Electrical Technician,2,5.0,Due within 30 days
2435,CTR-02435,Contractor,Delta Industrial Services,Marine,Marine Technician,3,15.3,Current
2436,CTR-02436,Contractor,Delta Industrial Services,Maintenance,Instrument Technician,2,15.4,Current
2437,EMP-02437,Employee,None,Projects,Project Engineer,4,11.7,Current
2438,EMP-02438,Employee,None,Drilling,Roustabout,2,7.2,Current
2439,EMP-02439,Employee,None,HSE,HSE Officer,2,1.3,Current
2440,EMP-02440,Employee,None,Logistics,Logistics Coordinator,3,10.5,Expired
2441,EMP-02441,Employee,None,Maintenance,Mechanical Technician,1,1.7,Current
2442,CTR-02442,Contractor,SafeBuild Engineering,Laboratory,Chemist,3,12.7,Current
2443,CTR-02443,Contractor,Atlantic Marine Support,Maintenance,Maintenance Supervisor,3,10.3,Current
2444,EMP-02444,Employee,None,Drilling,Driller,2,5.0,Current
2445,CTR-02445,Contractor,Delta Industrial Services,Operations,Process Operator,2,5.0,Due within 30 days
2446,EMP-02446,Employee,None,Maintenance,Electrical Technician,2,2.7,Current
2447,CTR-02447,Contractor,WestCo Services Ltd,HSE,HSE Advisor,2,3.1,Current
2448,CTR-02448,Contractor,Integrated Drilling Services,Engineering,Process Engineer,2,6.4,Current
2449,EMP-02449,Employee,None,Laboratory,Laboratory Technician,3,8.7,Current
2450,CTR-02450,Contractor,SafeBuild Engineering,HSE,HSE Officer,2,17.0,Incomplete
2451,CTR-02451,Contractor,Integrated Drilling Services,Logistics,Forklift Operator,3,3.5,Expired
2452,EMP-02452,Employee,None,Logistics,Forklift Operator,4,10.7,Current
2453,EMP-02453,Employee,None,Maintenance,Maintenance Supervisor,4,10.4,Current
2454,EMP-02454,Employee,None,Laboratory,Laboratory Technician,1,0.5,Current
2455,EMP-02455,Employee,None,Engineering,Process Engineer,2,6.2,Expired
2456,CTR-02456,Contractor,Coastal Logistics Ltd,Marine,Deck Officer,2,5.8,Current
2457,CTR-02457,Contractor,Coastal Logistics Ltd,Engineering,Process Engineer,3,9.5,Expired
2458,CTR-02458,Contractor,Atlantic Marine Support,Security,Security Supervisor,2,2.2,Current
2459,EMP-02459,Employee,None,Drilling,Drilling Supervisor,2,9.4,Due within 30 days
2460,EMP-02460,Employee,None,Marine,Marine Supervisor,3,1.2,Current
2461,CTR-02461,Contractor,Coastal Logistics Ltd,Maintenance,Maintenance Supervisor,4,1.5,Expired
2462,EMP-02462,Employee,None,Projects,QA/QC Inspector,4,4.9,Incomplete
2463,EMP-02463,Employee,None,Security,Security Officer,5,11.1,Current
2464,CTR-02464,Contractor,Integrated Drilling Services,HSE,Occupational Health Officer,2,3.4,Current
2465,CTR-02465,Contractor,WestCo Services Ltd,Logistics,Warehouse Technician,2,3.9,Incomplete
2466,CTR-02466,Contractor,Atlantic Marine Support,HSE,HSE Officer,2,6.0,Current
2467,EMP-02467,Employee,None,Marine,Marine Supervisor,2,0.4,Current
2468,CTR-02468,Contractor,Delta Industrial Services,Projects,Field Engineer,5,8.9,Current
2469,EMP-02469,Employee,None,HSE,HSE Officer,2,3.5,Current
2470,CTR-02470,Contractor,WestCo Services Ltd,Drilling,Assistant Driller,2,4.4,Current
2471,EMP-02471,Employee,None,Drilling,Assistant Driller,2,10.8,Current
2472,EMP-02472,Employee,None,Maintenance,Maintenance Supervisor,2,5.9,Current
2473,CTR-02473,Contractor,Delta Industrial Services,Laboratory,Laboratory Technician,4,11.1,Due within 30 days
2474,CTR-02474,Contractor,Delta Industrial Services,Security,Security Supervisor,5,16.6,Current
2475,EMP-02475,Employee,None,Operations,Operations Supervisor,2,2.4,Current
2476,EMP-02476,Employee,None,Engineering,Process Engineer,2,0.5, due within 30 days 
2477,CTR-02477,Contractor,Prime Offshore Contractors,HSE,Occupational Health Officer,3,10.0,Expired
2478,EMP-02478,Employee,None,Laboratory,Laboratory Technician,3,14.6,Due within 30 days
